source,target,Character 1 <br />(choose),Character 2 <br />(choose),type,weight,startPage,category
423,421,Corwin Peace,Evelina Harp,Directed,1,44,Exchange
423,422,Corwin Peace,Sister Mary Anita Buckendorf,Directed,1,44,Knows
421,423,Evelina Harp,Corwin Peace,Directed,1,44,Exchange
421,17,Evelina Harp,Joseph Harp,Directed,1,44,Knows of
421,136,Evelina Harp,Mary (biblical figure),Directed,1,44,Knows of
421,425,Evelina Harp,Other Children (in school with Evelina),Directed,1,44,Knows
421,422,Evelina Harp,Sister Mary Anita Buckendorf,Directed,1,44,Knows
421,137,Evelina Harp,The Apostles (biblical figures),Directed,1,44,Knows of
421,138,Evelina Harp,Zorro,Directed,1,44,Knows of
,,,,,,,
425,421,Other Children (in school with Evelina),Evelina Harp,Directed,1,44,Knows
,,,,,,,
425,422,Other Children (in school with Evelina),Sister Mary Anita Buckendorf,Directed,1,44,Knows
422,423,Sister Mary Anita Buckendorf,Corwin Peace,Directed,1,44,Knows
422,421,Sister Mary Anita Buckendorf,Evelina Harp,Directed,1,44,Knows
422,425,Sister Mary Anita Buckendorf,Other Children (in school with Evelina),Directed,1,44,Knows
423,421,Corwin Peace,Evelina Harp,Directed,1,45,Knows
421,423,Evelina Harp,Corwin Peace,Directed,1,45,Knows
421,424,Evelina Harp,Evelina's Former Teachers,Directed,1,45,Knows
421,136,Evelina Harp,Mary (biblical figure),Directed,1,45,Knows of
421,425,Evelina Harp,Other Children (in school with Evelina),Directed,1,45,Knows
421,422,Evelina Harp,Sister Mary Anita Buckendorf,Directed,1,45,Exchange
424,421,Evelina's Former Teachers,Evelina Harp,Directed,1,45,Knows
424,422,Evelina's Former Teachers,Sister Mary Anita Buckendorf,Directed,1,45,Knows
425,421,Other Children (in school with Evelina),Evelina Harp,Directed,1,45,Knows
425,422,Other Children (in school with Evelina),Sister Mary Anita Buckendorf,Directed,1,45,Knows
422,421,Sister Mary Anita Buckendorf,Evelina Harp,Directed,1,45,Exchange
422,424,Sister Mary Anita Buckendorf,Evelina's Former Teachers,Directed,1,45,Knows
422,425,Sister Mary Anita Buckendorf,Other Children (in school with Evelina),Directed,1,45,Knows
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
423,421,Corwin Peace,Evelina Harp,Directed,1,47,Exchange
423,425,Corwin Peace,Other Children (in school with Evelina),Directed,1,47,Knows
423,422,Corwin Peace,Sister Mary Anita Buckendorf,Directed,1,47,Knows
421,423,Evelina Harp,Corwin Peace,Directed,1,47,Exchange
421,60,Evelina Harp,God,Directed,1,47,Exchange
421,425,Evelina Harp,Other Children (in school with Evelina),Directed,1,47,Knows
421,422,Evelina Harp,Sister Mary Anita Buckendorf,Directed,1,47,Knows
425,423,Other Children (in school with Evelina),Corwin Peace,Directed,1,47,Knows
425,421,Other Children (in school with Evelina),Evelina Harp,Directed,1,47,Knows
425,422,Other Children (in school with Evelina),Sister Mary Anita Buckendorf,Directed,1,47,Knows
422,423,Sister Mary Anita Buckendorf,Corwin Peace,Directed,1,47,Knows
422,421,Sister Mary Anita Buckendorf,Evelina Harp,Directed,1,47,Knows
422,425,Sister Mary Anita Buckendorf,Other Children (in school with Evelina),Directed,1,47,Knows
423,421,Corwin Peace,Evelina Harp,Directed,1,48,Knows
423,425,Corwin Peace,Other Children (in school with Evelina),Directed,1,48,Exchange
423,422,Corwin Peace,Sister Mary Anita Buckendorf,Directed,1,48,Exchange
421,423,Evelina Harp,Corwin Peace,Directed,1,48,Knows
421,425,Evelina Harp,Other Children (in school with Evelina),Directed,1,48,Exchange
421,426,Evelina Harp,Other Teachers (at Evelina's school),Directed,1,48,Knows
421,422,Evelina Harp,Sister Mary Anita Buckendorf,Directed,1,48,Exchange
425,423,Other Children (in school with Evelina),Corwin Peace,Directed,1,48,Exchange
425,421,Other Children (in school with Evelina),Evelina Harp,Directed,1,48,Exchange
425,425,Other Children (in school with Evelina),Other Children (in school with Evelina),Directed,1,48,Exchange
425,426,Other Children (in school with Evelina),Other Teachers (at Evelina's school),Directed,1,48,Knows
425,422,Other Children (in school with Evelina),Sister Mary Anita Buckendorf,Directed,1,48,Exchange
426,421,Other Teachers (at Evelina's school),Evelina Harp,Directed,1,48,Knows
426,425,Other Teachers (at Evelina's school),Other Children (in school with Evelina),Directed,1,48,Knows
422,421,Sister Mary Anita Buckendorf,Evelina Harp,Directed,1,48,Exchange
423,421,Corwin Peace,Evelina Harp,Directed,1,49,Exchange
423,425,Corwin Peace,Other Children (in school with Evelina),Directed,1,49,Exchange
423,422,Corwin Peace,Sister Mary Anita Buckendorf,Directed,1,49,Exchange
,,,,,,,
,,,,,,,
