source,target,Character 1,Character 2,type,weight,startPage,category,Narrator
17,15,Joseph Harp,Seraph Milk (Mooshum),Directed,1,39,Exchange,Evelina Harp
103,3,Father Cassidy,Evelina Harp,Directed,1,39,Exchange,Evelina Harp
3,61,Evelina Harp,Shamengwa Milk,Directed,1,39,Exchange,Evelina Harp
61,103,Shamengwa Milk,Father Cassidy,Directed,1,39,Exchange,Evelina Harp
15,17,Seraph Milk (Mooshum),Joseph Harp,Directed,1,39,Exchange,Evelina Harp
61,17,Shamengwa Milk,Joseph Harp,Directed,1,39,Exchange,Evelina Harp
15,61,Seraph Milk (Mooshum),Shamengwa Milk,Directed,1,39,Exchange,Evelina Harp
17,61,Joseph Harp,Shamengwa Milk,Directed,1,39,Exchange,Evelina Harp
17,3,Joseph Harp,Evelina Harp,Directed,1,39,Exchange,Evelina Harp
103,15,Father Cassidy,Seraph Milk (Mooshum),Directed,1,39,Exchange,Evelina Harp
15,3,Seraph Milk (Mooshum),Evelina Harp,Directed,1,39,Exchange,Evelina Harp
103,61,Father Cassidy,Shamengwa Milk,Directed,1,39,Exchange,Evelina Harp
61,3,Shamengwa Milk,Evelina Harp,Directed,1,39,Exchange,Evelina Harp
17,103,Joseph Harp,Father Cassidy,Directed,1,39,Exchange,Evelina Harp
3,15,Evelina Harp,Seraph Milk (Mooshum),Directed,1,39,Exchange,Evelina Harp
15,103,Seraph Milk (Mooshum),Father Cassidy,Directed,1,39,Exchange,Evelina Harp
3,103,Evelina Harp,Father Cassidy,Directed,1,39,Exchange,Evelina Harp
61,15,Shamengwa Milk,Seraph Milk (Mooshum),Directed,1,39,Exchange,Evelina Harp
103,17,Father Cassidy,Joseph Harp,Directed,1,39,Exchange,Evelina Harp
3,17,Evelina Harp,Joseph Harp,Directed,1,39,Exchange,Evelina Harp
3,15,Evelina Harp,Seraph Milk (Mooshum),Directed,1,40,Exchange,Evelina Harp
15,3,Seraph Milk (Mooshum),Evelina Harp,Directed,1,40,Exchange,Evelina Harp
103,15,Father Cassidy,Seraph Milk (Mooshum),Directed,1,40,Exchange,Evelina Harp
61,15,Shamengwa Milk,Seraph Milk (Mooshum),Directed,1,40,Exchange,Evelina Harp
15,103,Seraph Milk (Mooshum),Father Cassidy,Directed,1,40,Exchange,Evelina Harp
3,103,Evelina Harp,Father Cassidy,Directed,1,40,Exchange,Evelina Harp
103,61,Father Cassidy,Shamengwa Milk,Directed,1,40,Exchange,Evelina Harp
61,3,Shamengwa Milk,Evelina Harp,Directed,1,40,Exchange,Evelina Harp
61,103,Shamengwa Milk,Father Cassidy,Directed,1,40,Exchange,Evelina Harp
103,17,Father Cassidy,Joseph Harp,Directed,1,40,Exchange,Evelina Harp
15,61,Seraph Milk (Mooshum),Shamengwa Milk,Directed,1,40,Exchange,Evelina Harp
103,3,Father Cassidy,Evelina Harp,Directed,1,40,Exchange,Evelina Harp
3,61,Evelina Harp,Shamengwa Milk,Directed,1,40,Exchange,Evelina Harp
17,103,Joseph Harp,Father Cassidy,Directed,1,40,Exchange,Evelina Harp
17,103,Joseph Harp,Father Cassidy,Directed,1,41,Exchange,Evelina Harp
3,17,Evelina Harp,Joseph Harp,Directed,1,41,Exchange,Evelina Harp
103,15,Father Cassidy,Seraph Milk (Mooshum),Directed,1,41,Exchange,Evelina Harp
